ISIN,Name
138376,PGIM India Equity Savings Fund - Direct Plan - Growth
138377,PGIM India Equity Savings Fund - Direct Plan - Monthly Dividend
138372,PGIM India Equity Savings Fund - Growth Option
138369,PGIM India Equity Savings Fund - Monthly Dividend option
134643,SBI Equity Savings Fund - Direct Plan - Growth
134641,SBI Equity Savings Fund - Direct Plan - Monthly Income Distribution cum Capital Withdrawal Option (IDCW)
134640,SBI Equity Savings Fund - Direct Plan - Quarterly Income Distribution cum Capital Withdrawal Option (IDCW)
134644,SBI Equity Savings Fund - Regular Plan - Growth
134639,SBI Equity Savings Fund - Regular Plan - Monthly Income Distribution cum Capital Withdrawal Option (IDCW)
134642,SBI Equity Savings Fund - Regular Plan - Quarterly Income Distribution cum Capital Withdrawal Option (IDCW)
149677,Sundaram Equity Savings Fund (Formerly Known as  Principal Equity Savings Fund) - Direct Plan - Income Distribution CUM Capital Withdrawal Option - Half Yearly
149679,Sundaram Equity Savings Fund (Formerly Known as Principal Equity Savings Fund) - Direct Plan - Growth Option
149674,Sundaram Equity Savings Fund (Formerly Known as Principal Equity Savings Fund) - Growth Option
149676,Sundaram Equity Savings Fund (Formerly Known as Principal Equity Savings Fund) -Quarterly Income Distribution CUM Capital Withdrawal
149678,Sundaram Equity Savings Fund (Formerly Known as Principal Equity Savings Fund)- Direct Plan - Income Distribution CUM Capital Withdrawal Option - Quarterly
149675,Sundaram Equity Savings Fund (Formerly Known as Principal Equity Savings Fund)- Half Yearly Income Distribution CUM Capital Withdrawal
101906,Tata Equity Savings Fund -Regular Plan-Growth Option
119960,Tata Equity Savings Fund- Direct Plan- Growth Option
102118,Tata Equity Savings Fund- Regular Plan - Periodic Payout of IDCW Option
101609,TATA Equity Savings Fund- Regular Plan -Monthly Payout of IDCW option
119958,Tata Equity Savings Fund-Direct Plan - Monthly Payout of IDCW Option
119959,Tata Equity Savings Fund-Direct Plan - Periodic Payout of IDCWS Option
144312,Union Equity Savings Fund - Direct Plan - Growth Option
144313,Union Equity Savings Fund - Direct Plan - IDCW Option
144310,Union Equity Savings Fund - Regular Plan - Growth Option
144311,Union Equity Savings Fund - Regular Plan - IDCW Option
144490,UTI Equity Savings Fund - Direct Plan - Growth Option
144491,UTI Equity Savings Fund - Direct Plan - IDCW
144489,UTI Equity Savings Fund - Direct Plan - Monthly IDCW
144488,UTI Equity Savings Fund - Direct Plan - Quarterly IDCW
144484,UTI Equity Savings Fund - Regular Plan - Growth Option
144485,UTI Equity Savings Fund - Regular Plan - IDCW
144486,UTI Equity Savings Fund - Regular Plan - Monthly IDCW
144487,UTI Equity Savings Fund - Regular Plan - Quarterly IDCW
146576,Aditya Birla Sun Life Retirement Fund-The 30s Plan-Direct - Payout of IDCW
146575,Aditya Birla Sun Life Retirement Fund-The 30s Plan-Direct Growth
146574,Aditya Birla Sun Life Retirement Fund-The 30s Plan-Regular - Payout of IDCW
146577,Aditya Birla Sun Life Retirement Fund-The 30s Plan-Regular Growth
146927,Aditya Birla Sun Life Retirement Fund-The 40s Plan- Direct - Payout of IDCW
146930,Aditya Birla Sun Life Retirement Fund-The 40s Plan-Direct Plan-Growth
146928,Aditya Birla Sun Life Retirement Fund-The 40s Plan-Regular - Payout of IDCW
146929,Aditya Birla Sun Life Retirement Fund-The 40s Plan-Regular Plan-Growth
146937,Aditya Birla Sun Life Retirement Fund-The 50s Plan- Direct - Payout of IDCW
146939,Aditya Birla Sun Life Retirement Fund-The 50s Plan- Regular - Payout of IDCW
146940,Aditya Birla Sun Life Retirement Fund-The 50s Plan-Direct Plan-Growth
146938,Aditya Birla Sun Life Retirement Fund-The 50s Plan-Regular Plan-Growth
146944,Aditya Birla Sun Life Retirement Fund-The 50s Plus-Debt Plan - Direct - Payout of IDCW
146942,Aditya Birla Sun Life Retirement Fund-The 50s Plus-Debt Plan - Regular - Payout of IDCW
146943,Aditya Birla Sun Life Retirement Fund-The 50s Plus-Debt Plan-Direct Plan-Growth
146941,Aditya Birla Sun Life Retirement Fund-The 50s Plus-Debt Plan-Regular Plan-Growth
147825,Axis Retirement Fund - Aggressive Plan - Direct Growth
147822,Axis Retirement Fund - Aggressive Plan - Direct Plan - IDCW
147823,Axis Retirement Fund - Aggressive Plan - Regular Growth
147824,Axis Retirement Fund - Aggressive Plan - Regular Plan - IDCW
147830,Axis Retirement Fund - Conservative Plan - Direct Growth
147831,Axis Retirement Fund - Conservative Plan - Direct Plan - IDCW
147832,Axis Retirement Fund - Conservative Plan - Regular Growth
147833,Axis Retirement Fund - Conservative Plan - Regular Plan - IDCW
147826,Axis Retirement Fund - Dynamic Plan - Direct Growth
147827,Axis Retirement Fund - Dynamic Plan - Direct Plan - IDCW
147828,Axis Retirement Fund - Dynamic Plan - Regular Growth
147829,Axis Retirement Fund - Dynamic Plan - Regular Plan - IDCW
152102,Bandhan Retirement Fund - Direct Plan - Growth
152104,Bandhan Retirement Fund - Direct Plan - IDCW
152103,Bandhan Retirement Fund - Regular Plan - Growth
152105,Bandhan Retirement Fund - Regular Plan - IDCW
118548,Franklin India  PENSION PLAN - Direct - Growth
118549,Franklin India Pension Plan - Direct - IDCW 
100535,Franklin India Pension Plan - IDCW 
100536,Franklin India Pension Plan-Growth
136090,HDFC Retirement Savings Fund - Equity Plan - Growth Option
136094,HDFC Retirement Savings Fund - Equity Plan - Growth Option - Direct Plan
136466,HDFC Retirement Savings Fund - Hybrid-Debt Plan - Growth Option
136465,HDFC Retirement Savings Fund - Hybrid-Debt Plan - Growth Option - Direct Plan
136463,HDFC Retirement Savings Fund - Hybrid-Equity Plan - Growth Option
136464,HDFC Retirement Savings Fund - Hybrid-Equity Plan - Growth Option - Direct Plan
146721,ICICI Prudential Retirement Fund - Hybrid Aggressive - Direct Plan - Growth Option
146720,ICICI Prudential Retirement Fund - Hybrid Aggressive - Direct Plan - IDCW Option
146722,ICICI Prudential Retirement Fund - Hybrid Aggressive - Growth Option
146723,ICICI Prudential Retirement Fund - Hybrid Aggressive - IDCW Option
146716,ICICI Prudential Retirement Fund - Hybrid Conservative - Direct Plan - Growth Option
146718,ICICI Prudential Retirement Fund - Hybrid Conservative - Direct Plan - IDCW Option
146717,ICICI Prudential Retirement Fund - Hybrid Conservative - Growth Option
146719,ICICI Prudential Retirement Fund - Hybrid Conservative - IDCW Option
146727,ICICI Prudential Retirement Fund - Pure Debt - Direct Plan - Growth Option
146725,ICICI Prudential Retirement Fund - Pure Debt - Direct Plan - IDCW Option
146726,ICICI Prudential Retirement Fund - Pure Debt - Growth Option
146724,ICICI Prudential Retirement Fund - Pure Debt - IDCW Option
146349,ICICI Prudential Retirement Fund - Pure Equity - Direct Plan - Growth Option
146348,ICICI Prudential Retirement Fund - Pure Equity - Direct Plan - IDCW Option
146346,ICICI Prudential Retirement Fund - Pure Equity - Growth Option
146347,ICICI Prudential Retirement Fund - Pure Equity - IDCW Option
133570,NIPPON INDIA RETIREMENT FUND - INCOME GENERATION SCHEME - Direct Plan - IDCW Option
133571,NIPPON INDIA RETIREMENT FUND - INCOME GENERATION SCHEME - IDCW Option
133569,Nippon India Retirement Fund- Income Generation Scheme- Direct Plan- Growth Plan - Growth Option
133629,Nippon India Retirement Fund- Income Generation Scheme- Direct Plan-Growth Plan- Bonus Option
133628,Nippon India Retirement Fund- Income Generation Scheme- Growth Plan- Bonus Option
133572,Nippon India Retirement Fund- Income Generation Scheme-Growth Plan - Growth Option
133566,NIPPON INDIA RETIREMENT FUND - WEALTH CREATION SCHEME - Direct Plan - IDCW Option
133567,NIPPON INDIA RETIREMENT FUND - WEALTH CREATION SCHEME - IDCW Option
133568,Nippon India Retirement Fund- Wealth Creation Scheme- Direct Plan- Growth Plan - Growth Option
133630,Nippon India Retirement Fund- Wealth Creation Scheme- Direct Plan-Growth Plan- Bonus Option
133565,Nippon India Retirement Fund- Wealth Creation Scheme- Growth Plan - Growth Option
133631,Nippon India Retirement Fund- Wealth Creation Scheme- Growth Plan- Bonus Option
148685,SBI Retirement Benefit Fund - Aggressive Hybrid Plan - Direct Plan - Growth
148686,SBI Retirement Benefit Fund - Aggressive Hybrid Plan - Direct Plan - Income Distribution cum Capital Withdrawal Option (IDCW)
148695,SBI Retirement Benefit Fund - Aggressive Hybrid Plan - Regular Plan - Growth
148684,SBI Retirement Benefit Fund - Aggressive Hybrid Plan - Regular Plan - Income Distribution cum Capital Withdrawal Option (IDCW)
148683,SBI Retirement Benefit Fund - Aggressive Plan - Direct Plan - Growth
148694,SBI Retirement Benefit Fund - Aggressive Plan - Direct Plan - Income Distribution cum Capital Withdrawal Option (IDCW)
148698,SBI Retirement Benefit Fund - Aggressive Plan - Regular Plan - Growth
148691,SBI Retirement Benefit Fund - Aggressive Plan - Regular Plan - Income Distribution cum Capital Withdrawal Option (IDCW)
148690,SBI Retirement Benefit Fund - Conservative Hybrid Plan - Direct Plan - Growth
148693,SBI Retirement Benefit Fund - Conservative Hybrid Plan - Direct Plan - Income Distribution cum Capital Withdrawal Option (IDCW)
148692,SBI Retirement Benefit Fund - Conservative Hybrid Plan - Regular Plan - Growth
148697,SBI Retirement Benefit Fund - Conservative Hybrid Plan - Regular Plan - Income Distribution cum Capital Withdrawal Option (IDCW)
148688,SBI Retirement Benefit Fund - Conservative Plan - Direct Plan - Growth
148689,SBI Retirement Benefit Fund - Conservative Plan - Direct Plan - Income Distribution cum Capital Withdrawal Option (IDCW)
148696,SBI Retirement Benefit Fund - Conservative Plan - Regular Plan - Growth
148687,SBI Retirement Benefit Fund - Conservative Plan - Regular Plan - Income Distribution cum Capital Withdrawal Option (IDCW)
119256,Tata Retirement Savings Fund- Conservative Plan-Direct Plan-Growth Option
115944,Tata Retirement Savings Fund- Conservative Plan-Regular Plan-Growth Option
119255,Tata Retirement Savings Fund- Moderate Plan -Direct Plan-Growth Option
115943,Tata Retirement Savings Fund- Moderate Plan-Regular Plan-Growth Option
115942,Tata Retirement Savings Fund - Progressive Plan -Regular Plan-Growth Option
119251,Tata Retirement Savings Fund- Progressive Plan -Direct Plan-Growth Option
150554,Union Retirement Fund - Direct Plan - Growth Option
150555,Union Retirement Fund - Direct Plan - IDCW Option
150552,Union Retirement Fund - Regular Plan - Growth Option
150553,Union Retirement Fund - Regular Plan - IDCW Option
100682,UTI Retirement Fund - Regular Plan
120766,UTI Retirement Fund- Direct Plan
146407,ADITYA BIRLA SUN LIFE BAL BHAVISHYA YOJNA DIRECT GROWTH
146409,ADITYA BIRLA SUN LIFE BAL BHAVISHYA YOJNA REGULAR GROWTH
146408,ADITYA BIRLA SUN LIFE BAL BHAVISHYA YOJNA- Direct - IDCW
146405,ADITYA BIRLA SUN LIFE BAL BHAVISHYA YOJNA- Regular - IDCW
135762,Axis Children's Fund - Lock in - Direct Growth
135765,Axis Children's Fund - Lock in - Direct Plan - IDCW
135759,Axis Children's Fund - Lock in - Regular Growth
135760,Axis Children's Fund - Lock in - Regular Plan - IDCW
135764,Axis Children's Fund - No Lock in - Direct Growth
135763,Axis Children's Fund - No Lock in - Direct Plan - IDCW
135766,Axis Children's Fund - No Lock in - Regular Plan - Growth
135761,Axis Children's Fund - No Lock in - Regular Plan - IDCW
119066,HDFC Childrens Gift Fund - Direct Plan
100900,HDFC Childrens Gift Fund - Growth Plan
101127,ICICI Prudential Child Care Fund (Gift Plan) - Cumulative
120579,ICICI Prudential Child Care Fund (Gift Plan) - Direct Plan - Cumulative
120285,LIC MF Children's Fund-Direct Plan-Growth
101271,LIC MF Children's Fund-Regular Plan-Growth
148490,SBI Magnum Children's Benefit Fund - Investment Plan - Direct Plan - Growth
148489,SBI Magnum Children's Benefit Fund - Investment Plan - Regular Plan - Growth
119719,SBI Magnum Children's Benefit Fund - Savings Plan - DIRECT PLAN - GROWTH
101169,SBI Magnum Children's Benefit Fund - Savings Plan - REGULAR PLAN - GROWTH
101491,Tata Young Citizens' Fund -Regular Plan-Growth Option
119312,Tata Young Citizens' Fund-Direct Plan-Growth Option
120724,UTI Children's Equity Fund - Direct Plan - Growth Option
120725,UTI Children's Equity Fund - Direct Plan - IDCW
102267,UTI Children's Equity Fund - Regular Plan - Growth Option
102266,UTI Children's Equity Fund - Regular Plan - IDCW
120771,UTI Children's Hybrid Fund - Direct Plan
100678,UTI Children's Hybrid Fund - Regular Plan
150702,Aditya Birla Sun Life Crisil IBX 50:50 Gilt Plus SDL Apr 2028 Index Fund-Direct Growth
150704,Aditya Birla Sun Life Crisil IBX 50:50 Gilt Plus SDL APR 2028 Index Fund-Direct IDCW
150703,Aditya Birla Sun Life Crisil IBX 50:50 Gilt Plus SDL Apr 2028 Index Fund-Regular Growth
150705,Aditya Birla Sun Life Crisil IBX 50:50 Gilt Plus SDL Apr 2028 Index Fund-Regular IDCW
150938,Aditya Birla Sun Life Crisil IBX 60:40 SDL + AAA PSU APR 2026 Index Fund-Direct Growth
150939,Aditya Birla Sun Life Crisil IBX 60:40 SDL+ AAA PSU APR 2026 Index Fund-Direct IDCW Payout
150936,Aditya Birla Sun Life Crisil IBX 60:40 SDL+AAA PSU APR 2026 Index Fund-Regular Growth
150937,Aditya Birla Sun Life Crisil IBX 60:40 SDL+AAA PSU APR 2026 Index Fund-Regular IDCW Payout
150357,Aditya Birla Sun Life Crisil IBX 60:40 SDL+AAA PSU-APR 2025 Index Fund-Direct Growth
150355,Aditya Birla Sun Life Crisil IBX 60:40 SDL+AAA PSU-APR 2025 Index Fund-Direct IDCW
150354,Aditya Birla Sun Life Crisil IBX 60:40 SDL+AAA PSU-APR 2025 Index Fund-Regular Growth
150356,Aditya Birla Sun Life Crisil IBX 60:40 SDL+AAA PSU-APR 2025 Index Fund-Regular IDCW
150353,Aditya Birla Sun Life Crisil IBX 60:40 SDL+AAA PSU-Apr 2027 Index Fund-Direct Growth
150352,Aditya Birla Sun Life Crisil IBX 60:40 SDL+AAA PSU-Apr 2027 Index Fund-Direct IDCW
150351,Aditya Birla Sun Life Crisil IBX 60:40 SDL+AAA PSU-Apr 2027 Index Fund-Regular Growth
150350,Aditya Birla Sun Life Crisil IBX 60:40 SDL+AAA PSU-Apr 2027 Index Fund-Regular IDCW
151396,Aditya Birla Sun Life Crisil IBX AAA Mar 2024 Index Fund-Direct Growth
151394,Aditya Birla Sun Life Crisil IBX AAA Mar 2024 Index Fund-Direct IDCW
151393,Aditya Birla Sun Life Crisil IBX AAA Mar 2024 Index Fund-Regular Growth
151395,Aditya Birla Sun Life Crisil IBX AAA Mar 2024 Index Fund-Regular IDCW
150780,Aditya Birla Sun Life Crisil IBX Gilt-Apr 2029 Index Fund-Direct IDCW
150777,Aditya Birla Sun Life Crisil IBX Gilt-Apr 2029 Index Fund-Regular Growth
150779,Aditya Birla Sun Life Crisil IBX Gilt-Apr 2029 Index Fund-Regular IDCW
150778,Aditya Birla Sun Life Crisil IBX Gilt-Apr-2029 Index Fund-Direct Growth
151577,Aditya Birla Sun Life Crisil IBX Gilt Apr 2028 Index Fund-Direct Growth
151584,Aditya Birla Sun Life Crisil IBX Gilt Apr 2028 Index Fund-Direct IDCW
151583,Aditya Birla Sun Life Crisil IBX Gilt Apr 2028 Index Fund-Regular Growth
151582,Aditya Birla Sun Life Crisil IBX Gilt Apr 2028 Index Fund-Regular IDCW
150699,Aditya Birla Sun Life Crisil IBX Gilt- April 2026 Index Fund-Direct IDCW
150698,Aditya Birla Sun Life Crisil IBX Gilt-April 2026 Index Fund-Direct Growth
150701,Aditya Birla Sun Life Crisil IBX Gilt-April 2026 Index Fund-Regular Growth
150700,Aditya Birla Sun Life Crisil IBX Gilt-April 2026 Index Fund-Regular IDCW
151427,Aditya Birla Sun Life CRISIL IBX SDL Jun 2032 INDEX FUND - Direct Growth
151425,Aditya Birla Sun Life CRISIL IBX SDL Jun 2032 INDEX FUND - Direct IDCW Payout
151428,Aditya Birla Sun Life CRISIL IBX SDL Jun 2032 INDEX FUND - Regular Growth
151426,Aditya Birla Sun Life CRISIL IBX SDL Jun 2032 INDEX FUND - Regular IDCW Payout
148962,Aditya Birla Sun Life Nifty 50 Equal Weight Index Fund-Direct Growth
148963,Aditya Birla Sun Life Nifty 50 Equal Weight Index Fund-Direct-IDCW
148965,Aditya Birla Sun Life Nifty 50 Equal Weight Index Fund-Regular Growth
148964,Aditya Birla Sun Life Nifty 50 Equal Weight Index Fund-Regular IDCW
119648,Aditya Birla Sun Life Nifty 50 Index Fund - Growth - Direct Plan
101314,Aditya Birla Sun Life Nifty 50 Index Fund - Growth - Regular Plan
119649,Aditya Birla Sun Life Nifty 50 Index Fund -DIRECT - IDCW
101313,Aditya Birla Sun Life Nifty 50 Index Fund -REGULAR - IDCW
148809,Aditya Birla Sun Life Nifty Midcap 150 Index Fund - Direct - Payout of IDCW
148806,Aditya Birla Sun Life Nifty Midcap 150 Index Fund - Regular - Payout of IDCW
148807,Aditya Birla Sun Life Nifty Midcap 150 Index Fund-Direct Growth
148805,Aditya Birla Sun Life Nifty Midcap 150 Index Fund-Regular Growth
149838,Aditya Birla Sun Life Nifty Next 50 Index Fund-Direct Growth
149839,Aditya Birla Sun Life Nifty Next 50 Index Fund-Direct IDCW
149837,Aditya Birla Sun Life Nifty Next 50 Index Fund-Regular Growth
149836,Aditya Birla Sun Life Nifty Next 50 Index Fund-Regular IDCW
149794,Aditya Birla Sun Life Nifty SDL Apr 2027 Index Fund-Direct Growth
149793,Aditya Birla Sun Life Nifty SDL Apr 2027 Index Fund-Direct IDCW Payout
149792,Aditya Birla Sun Life Nifty SDL Apr 2027 Index Fund-Regular Growth
149791,Aditya Birla Sun Life Nifty SDL Apr 2027 Index Fund-Regular-IDCW Payout
149199,Aditya Birla Sun Life Nifty SDL Plus PSU Bond SEP 2026 60:40 Index Fund-Direct Growth
149200,Aditya Birla Sun Life Nifty SDL Plus PSU Bond SEP 2026 60:40 Index Fund-Direct IDCW
149198,Aditya Birla Sun Life Nifty SDL Plus PSU Bond SEP 2026 60:40 Index Fund-Regular Growth
149201,Aditya Birla Sun Life Nifty SDL Plus PSU Bond SEP 2026 60:40 Index Fund-Regular IDCW
150663,Aditya Birla Sun Life Nifty SDL Sep 2025 Index Fund-Direct Growth
150664,Aditya Birla Sun Life Nifty SDL Sep 2025 Index Fund-Direct IDCW
150665,Aditya Birla Sun Life Nifty SDL SEP 2025 Index Fund-Regular Growth
150667,Aditya Birla Sun Life Nifty SDL Sep 2025 Index Fund-Regular IDCW
151562,Aditya Birla Sun Life Nifty SDL SEP 2027 Index Fund-Direct Growth
151563,Aditya Birla Sun Life Nifty SDL SEP 2027 Index Fund-Direct IDCW
151560,Aditya Birla Sun Life Nifty SDL SEP 2027 Index Fund-Regular Growth
151561,Aditya Birla Sun Life Nifty SDL SEP 2027 Index Fund-Regular IDCW
148814,Aditya Birla Sun Life Nifty Smallcap 50 Index Fund-Direct - Payout of IDCW
148815,Aditya Birla Sun Life Nifty Smallcap 50 Index Fund-Direct Growth
148812,Aditya Birla Sun Life Nifty Smallcap 50 Index Fund-Regular - Payout of IDCW
148811,Aditya Birla Sun Life Nifty Smallcap 50 Index Fund-Regular Growth
151300,Axis CRISIL IBX 50:50 Gilt Plus SDL June 2028 Index Fund - Direct Plan - Growth
151299,Axis CRISIL IBX 50:50 Gilt Plus SDL June 2028 Index Fund - Direct Plan - IDCW
151297,Axis CRISIL IBX 50:50 Gilt Plus SDL June 2028 Index Fund - Regular Plan - Growth
151298,Axis CRISIL IBX 50:50 Gilt Plus SDL June 2028 Index Fund - Regular Plan - IDCW
151436,AXIS CRISIL IBX 50:50 Gilt Plus SDL September 2027 Index Fund- DIRECT PLAN- IDCW
151435,AXIS CRISIL IBX 50:50 Gilt Plus SDL September 2027 Index Fund- DIRECT PLAN-GROWTH
151433,AXIS CRISIL IBX 50:50 Gilt Plus SDL September 2027 Index Fund- REGULAR PLAN-GROWTH
151434,AXIS CRISIL IBX 50:50 Gilt Plus SDL September 2027 Index Fund- REGULAR PLAN-IDCW
149753,Axis CRISIL IBX 70:30 CPSE Plus SDL April 2025 Index Fund - Direct Plan - Growth
149755,Axis CRISIL IBX 70:30 CPSE Plus SDL April 2025 Index Fund - Regular Plan - Growth
149756,Axis CRISIL IBX 70:30 CPSE Plus SDL April 2025 Index Fund - Regular Plan - IDCW
149754,Axis CRISIL IBX 70:30 CPSE Plus SDL April 2025 Index Fund- Direct Plan - IDCW
149873,Axis CRISIL IBX SDL May 2027 Index Fund - Direct Plan - Growth
149874,Axis CRISIL IBX SDL May 2027 Index Fund - Direct Plan - IDCW
149872,Axis CRISIL IBX SDL May 2027 Index Fund - Regular Plan - Growth
149875,Axis CRISIL IBX SDL May 2027 Index Fund - Regular Plan - IDCW
147666,Axis Nifty 100 Index Fund - Direct Plan - Growth Option
147668,Axis Nifty 100 Index Fund - Direct Plan - IDCW
147665,Axis Nifty 100 Index Fund - Regular Plan - Growth Option
147667,Axis Nifty 100 Index Fund - Regular Plan - IDCW
149373,Axis Nifty 50 Index Fund - Direct Plan - Growth
149374,Axis Nifty 50 Index Fund - Direct Plan - IDCW
149371,Axis Nifty 50 Index Fund - Regular Plan - Growth Option
149372,Axis Nifty 50 Index Fund - Regular Plan - IDCW
151785,Axis Nifty IT Index Fund - Direct Plan - Growth
151786,Axis Nifty IT Index Fund - Direct Plan - IDCW
151787,Axis Nifty IT Index Fund - Regular Plan - Growth
151784,Axis Nifty IT Index Fund - Regular Plan - IDCW
149936,Axis Nifty Midcap 50 Index Fund - Direct Plan - Growth Option
149935,Axis Nifty Midcap 50 Index Fund - Direct Plan - IDCW Option
149938,Axis Nifty Midcap 50 Index Fund - Regular Plan - Growth Option
149937,Axis Nifty Midcap 50 Index Fund - Regular Plan - IDCW Option
149466,Axis Nifty Next 50 Index Fund - Direct Plan - Growth
149469,Axis Nifty Next 50 Index Fund - Direct Plan - IDCW
149467,Axis Nifty Next 50 Index Fund - Regular Plan - Growth
149468,Axis Nifty Next 50 Index Fund - Regular Plan - IDCW
150854,Axis Nifty SDL September 2026 Debt Index Fund - Direct Plan - Growth
150852,Axis Nifty SDL September 2026 Debt Index Fund - Direct Plan - IDCW
150853,Axis Nifty SDL September 2026 Debt Index Fund - Regular Plan -  IDCW
150851,Axis Nifty SDL September 2026 Debt Index Fund - Regular Plan - Growth
149894,Axis Nifty Smallcap 50 Index Fund - Direct Plan - Growth Option
149895,Axis Nifty Smallcap 50 Index Fund - Direct Plan - IDCW
149896,Axis Nifty Smallcap 50 Index Fund - Regular Plan - Growth Option
149897,Axis Nifty Smallcap 50 Index Fund - Regular Plan - IDCW
150871,BANDHAN CRISIL IBX 90:10 SDL PLUS GILT APRIL 2032 INDEX FUND - DIRECT GROWTH
150872,BANDHAN CRISIL IBX 90:10 SDL PLUS GILT APRIL 2032 INDEX FUND - DIRECT IDCW
150873,BANDHAN CRISIL IBX 90:10 SDL PLUS GILT APRIL 2032 INDEX FUND - REGULAR GROWTH
150874,BANDHAN CRISIL IBX 90:10 SDL PLUS GILT APRIL 2032 INDEX FUND - REGULAR IDCW
150868,BANDHAN CRISIL IBX 90:10 SDL PLUS GILT - NOV 2026 INDEX FUND - DIRECT GROWTH
150867,BANDHAN CRISIL IBX 90:10 SDL PLUS GILT - NOV 2026 INDEX FUND - DIRECT IDCW
150869,BANDHAN CRISIL IBX 90:10 SDL PLUS GILT - NOV 2026 INDEX FUND - REGULAR GROWTH
150870,BANDHAN CRISIL IBX 90:10 SDL PLUS GILT - NOV 2026 INDEX FUND - REGULAR IDCW
150888,BANDHAN CRISIL IBX 90:10 SDL PLUS GILT - SEP27 INDEX FUND - DIRECT GROWTH
150889,BANDHAN CRISIL IBX 90:10 SDL PLUS GILT SEP27 INDEX FUND - DIRECT IDCW
150890,BANDHAN CRISIL IBX 90:10 SDL PLUS GILT SEP27 INDEX FUND - REGULAR GROWTH
150891,BANDHAN CRISIL IBX 90:10 SDL PLUS GILT SEP27 INDEX FUND - REGULAR IDCW
150746,BANDHAN CRISIL IBX GILT APRIL 2026 INDEX FUND - DIRECT PLAN - GROWTH
150747,BANDHAN CRISIL IBX GILT APRIL 2026 INDEX FUND - DIRECT PLAN - IDCW
150744,BANDHAN CRISIL IBX GILT APRIL 2026 INDEX FUND - REGULAR PLAN - GROWTH
150745,BANDHAN CRISIL IBX GILT APRIL 2026 INDEX FUND - REGULAR PLAN - IDCW
148792,BANDHAN CRISIL IBX Gilt April 2028 Index Fund Direct Plan-Growth
148791,BANDHAN CRISIL IBX Gilt April 2028 Index Fund Direct Plan-IDCW
148790,BANDHAN CRISIL IBX Gilt April 2028 Index Fund Regular Plan-Growth
148793,BANDHAN CRISIL IBX Gilt April 2028 Index Fund Regular Plan-IDCW
151408,BANDHAN CRISIL IBX GILT APRIL 2032 INDEX FUND - DIRECT GROWTH
151411,BANDHAN CRISIL IBX GILT APRIL 2032 INDEX FUND - DIRECT IDCW
151409,BANDHAN CRISIL IBX GILT APRIL 2032 INDEX FUND - REGULAR GROWTH
151410,BANDHAN CRISIL IBX GILT APRIL 2032 INDEX FUND - REGULAR IDCW
148789,BANDHAN CRISIL IBX Gilt June 2027 Index Fund Direct Plan-Growth
148788,BANDHAN CRISIL IBX Gilt June 2027 Index Fund Direct Plan-IDCW
148786,BANDHAN CRISIL IBX Gilt June 2027 Index Fund Regular Plan-Growth
148787,BANDHAN CRISIL IBX Gilt June 2027 Index Fund Regular Plan-IDCW
149832,BANDHAN NIFTY 100 INDEX FUND - DIRECT PLAN - GROWTH
149835,BANDHAN NIFTY 100 INDEX FUND - DIRECT PLAN - IDCW
149833,BANDHAN NIFTY 100 INDEX FUND - REGULAR PLAN - GROWTH
149834,BANDHAN NIFTY 100 INDEX FUND - REGULAR PLAN - IDCW
112877,BANDHAN Nifty 50 Index Fund - Regular Plan - Growth
112878,BANDHAN Nifty 50 Index Fund - Regular Plan - IDCW
118482,BANDHAN Nifty 50 Index Fund-Direct Plan-Growth
118483,BANDHAN Nifty 50 Index Fund-Direct Plan-IDCW
152177,Bandhan Nifty Alpha 50 Index Fund - Direct Plan - Growth
152178,Bandhan Nifty Alpha 50 Index Fund - Direct Plan - IDCW
152179,Bandhan Nifty Alpha 50 Index Fund - Regular Plan - Growth
152180,Bandhan Nifty Alpha 50 Index Fund - Regular Plan - IDCW
152041,Bandhan Nifty IT Index Fund - Direct Plan - Growth
152042,Bandhan Nifty IT Index Fund - Direct Plan - IDCW
152043,Bandhan Nifty IT Index Fund - Regular Plan - Growth
152044,Bandhan Nifty IT Index Fund - Regular Plan - IDCW
150636,BANDHAN NIFTY100 LOW VOLATILITY 30 INDEX FUND - GROWTH - DIRECT PLAN
150633,BANDHAN NIFTY100 LOW VOLATILITY 30 INDEX FUND - GROWTH - REGULAR PLAN
150634,BANDHAN NIFTY100 LOW VOLATILITY 30 INDEX FUND - IDCW - DIRECT PLAN
150635,BANDHAN NIFTY100 LOW VOLATILITY 30 INDEX FUND - IDCW - REGULAR PLAN
150591,BANDHAN NIFTY200 MOMENTUM 30 INDEX FUND - GROWTH - DIRECT PLAN
150592,BANDHAN NIFTY200 MOMENTUM 30 INDEX FUND - GROWTH - REGULAR PLAN
150590,BANDHAN NIFTY200 MOMENTUM 30 INDEX FUND - IDCW - DIRECT PLAN
150593,BANDHAN NIFTY200 MOMENTUM 30 INDEX FUND - IDCW - REGULAR PLAN
151283,Baroda BNP Paribas Nifty SDL December 2026 Index Fund - Direct Plan - Growth Option
151281,Baroda BNP Paribas Nifty SDL December 2026 Index Fund - Direct Plan - IDCW Option
151279,Baroda BNP Paribas Nifty SDL December 2026 Index Fund - Regular Plan - Growth Option
151280,Baroda BNP Paribas Nifty SDL December 2026 Index Fund - Regular Plan - IDCW Option
151574,Baroda BNP Paribas NIFTY SDL December 2028 Index Fund - Direct Plan - Growth Option
